Ticker,AAPL,AAPL,AAPL,AAPL,AAPL,MSFT,MSFT,MSFT,MSFT,MSFT,SPY,SPY,SPY,SPY,SPY,UNH,UNH,UNH,UNH,UNH,JNJ,JNJ,JNJ,JNJ,JNJ
Price,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Date,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-14,241.25,245.5500030517578,240.99000549316406,244.60000610351562,40896200,406.9739674594389,408.0917213200678,405.06778596420224,407.6126708984375,22758500,608.1106693810499,609.1575080488998,607.2432835546514,607.8713989257812,26910400,526.7488542865098,530.9309934510525,520.6847433816095,521.2822265625,3705300,156.04095029373278,156.21952878168315,154.82072198694354,154.91000366210938,6411800
2025-02-18,244.14999389648438,245.17999267578125,241.83999633789062,244.47000122070312,48822500,407.18354917543536,409.7783523938356,405.6865508328786,408.8202819824219,21423100,609.0478499794664,609.656005859375,606.5553479941693,609.656005859375,26749000,508.7657255302445,513.8041905491866,494.88504399795687,498.59918212890625,8759300,154.13999938964844,155.4499969482422,153.24000549316406,154.99000549316406,9670700
2025-02-19,244.66000366210938,246.00999450683594,243.16000366210938,244.8699951171875,32204200,407.06380569744374,414.6585628844229,406.8342549807474,413.94000244140625,24114200,608.2502469503253,611.3907628653418,607.731787077126,611.0916748046875,31011100,499.19659410118527,509.6817828337705,496.0301337745838,508.86529541015625,4380300,155.0,158.3000030517578,154.75,157.88999938964844,7974700
2025-02-20,244.94000244140625,246.77999877929688,244.2899932861328,245.8300018310547,32316900,415.2900085449219,419.30999755859375,412.5400085449219,416.1300048828125,23508700,609.705871640604,609.845466362675,605.1994692243143,608.5493774414062,36554000,503.0401838430171,506.2663864109086,498.1112362418836,500.281982421875,4144300,156.9499969482422,159.9499969482422,156.9499969482422,159.67999267578125,7224000
2025-02-21,245.9499969482422,248.69000244140625,245.22000122070312,245.5500030517578,53197400,417.3399963378906,418.04998779296875,407.8900146484375,408.2099914550781,27524800,608.3300054050101,608.4696001270332,597.6720639975363,598.1406860351562,76519800,437.679499409266,467.70122153234666,436.63397979972194,464.4351806640625,19864900,159.8800048828125,163.50999450683594,159.27999877929688,162.3000030517578,12546900
2025-02-24,244.92999267578125,248.86000061035156,244.4199981689453,247.10000610351562,51326400,408.510009765625,409.3699951171875,399.32000732421875,404.0,26443700,600.2144558088706,601.2214363779027,594.7010120406462,595.4188842773438,50737200,464.69404512362854,466.0084351825788,455.05524546674894,459.5559997558594,6919300,162.67999267578125,164.8699951171875,162.0500030517578,163.74000549316406,10201900
2025-02-25,248.0,250.0,244.91000366210938,247.0399932861328,48013300,401.1000061035156,401.9200134277344,396.70001220703125,397.8999938964844,29387400,595.3590701652774,596.0968410433766,587.7918070882386,592.457763671875,58266500,458.8092054863519,468.75671420715054,448.1547570311361,468.3783264160156,9101000,164.10000610351562,166.42999267578125,163.94000244140625,166.08999633789062,12303700
2025-02-26,244.3300018310547,244.97999572753906,239.1300048828125,240.36000061035156,44433600,398.010009765625,403.6000061035156,394.25,399.7300109863281,19619000,594.1426816591761,597.7817589335975,590.0848810857798,592.7568359375,43321600,462.67267423530535,471.0369219286186,456.2501404653106,461.6171875,5108400,165.0800018310547,165.1300048828125,162.55999755859375,163.0800018310547,11396400
2025-02-27,239.41000366210938,242.4600067138672,237.05999755859375,237.3000030517578,41153600,401.2699890136719,405.739990234375,392.1700134277344,392.5299987792969,21127400,595.0598849968359,596.226419710782,582.8965242893548,583.2952880859375,74196700,464.1862264879669,473.3769287659693,463.0410960039027,466.5660400390625,4216800,162.30999755859375,163.9499969482422,161.72999572753906,163.72999572753906,8364600
2025-02-28,236.9499969482422,242.08999633789062,230.1999969482422,241.83999633789062,56833400,392.6600036621094,397.6300048828125,386.57000732421875,396.989990234375,32845700,583.8038068836951,592.9363077632394,580.6931691446642,592.39794921875,88744100,465.0126943258031,474.332848516767,462.50342905616935,472.9388122558594,6146300,164.30999755859375,165.94000244140625,162.6999969482422,165.02000427246094,12037200
2025-03-03,241.7899932861328,244.02999877929688,236.11000061035156,238.02999877929688,47184000,398.82000732421875,398.82000732421875,386.1600036621094,388.489990234375,23007700,594.3919179487391,595.5484729311629,578.1607768871335,582.0191650390625,74249200,472.3513267178483,475.2389797704821,463.23030319807685,465.0624694824219,5700200,164.9600067138672,167.3300018310547,164.83999633789062,167.27999877929688,9191500
2025-03-04,237.7100067138672,240.07000732421875,234.67999267578125,235.92999267578125,53798100,383.3999938964844,392.5799865722656,381.0,388.6099853515625,29342900,577.9713716824587,583.63432908105,570.533723601707,575.1298828125,109648200,467.7509976356769,477.1707324749271,464.474989590723,472.5903015136719,5864100,168.0800018310547,169.99000549316406,165.32000732421875,165.4199981689453,11999700
2025-03-05,235.4199981689453,236.5500030517578,229.22999572753906,235.74000549316406,47227600,389.3399963378906,401.6700134277344,388.80999755859375,401.0199890136719,23433100,574.9603891205771,583.1258280404028,571.3612308662864,581.311279296875,71230500,469.0653889406884,477.04128206267615,469.00564669915383,473.9544982910156,3637100,164.50999450683594,166.4600067138672,163.52999877929688,165.1199951171875,8744800
2025-03-06,234.44000244140625,237.86000061035156,233.16000366210938,235.3300018310547,45170400,394.2799987792969,402.1499938964844,392.67999267578125,396.8900146484375,23304600,573.7540215413394,578.4299578955523,568.4101116656967,570.9923706054688,80094900,473.97440395394483,486.0428229909063,469.99142576945786,485.64453125,4964000,165.0,165.8699951171875,163.50999450683594,165.8300018310547,8037900
2025-03-07,235.11000061035156,241.3699951171875,234.75999450683594,239.07000732421875,46273600,392.32000732421875,394.79998779296875,385.5400085449219,393.30999755859375,22034100,569.187785314308,575.6583108183255,563.9335715863721,574.1926879882812,81158800,481.77104618512647,497.79260186881527,481.3130122254721,491.3800048828125,5434100,165.1300048828125,168.4600067138672,164.6999969482422,166.69000244140625,9637600
2025-03-10,235.5399932861328,236.16000366210938,224.22000122070312,227.47999572753906,72071200,385.8399963378906,386.3999938964844,377.2200012207031,380.1600036621094,32840100,565.8877282348667,567.8318311729231,553.9237182672504,558.8987426757812,99326600,492.2799987792969,497.8500061035156,477.7099914550781,480.2200012207031,5108900,167.47999572753906,169.89999389648438,167.0500030517578,167.6999969482422,17559000
2025-03-11,223.80999755859375,225.83999633789062,217.4499969482422,220.83999633789062,76137400,379.0,386.0,376.9100036621094,380.45001220703125,30380200,557.7222898220398,562.3284287982106,550.3644188129149,554.252685546875,88102100,482.5,486.7699890136719,477.1400146484375,486.0400085449219,4101000,167.1999969482422,167.3000030517578,165.0500030517578,165.86000061035156,9890300
2025-03-12,220.13999938964844,221.75,214.91000366210938,216.97999572753906,62547500,382.95001220703125,385.2200012207031,378.95001220703125,383.2699890136719,24253600,560.483938216931,561.4211214289652,552.0293906715008,557.19384765625,69588200,483.1400146484375,487.6000061035156,478.82000732421875,481.1099853515625,3680800,163.72999572753906,164.2100067138672,162.22999572753906,162.85000610351562,8010700
2025-03-13,215.9499969482422,216.83999633789062,208.4199981689453,209.67999267578125,61368300,383.1600036621094,385.32000732421875,377.45001220703125,378.7699890136719,20473000,556.8149774056806,557.4331130450024,548.0314026284964,549.7661743164062,74079400,479.45001220703125,484.05999755859375,475.0,481.5199890136719,2876600,163.42999267578125,164.5399932861328,162.66000366210938,162.99000549316406,5286700
2025-03-14,211.25,213.9499969482422,209.5800018310547,213.49000549316406,60107600,379.7799987792969,390.2300109863281,379.510009765625,388.55999755859375,19952800,554.442091848548,562.1389695505442,549.835953090791,561.1220092773438,62660300,481.0,489.45001220703125,478.239990234375,488.6499938964844,3915900,162.1199951171875,163.14999389648438,161.10000610351562,162.80999755859375,6235800
2025-03-17,213.30999755859375,215.22000122070312,209.97000122070312,214.0,48073400,386.70001220703125,392.7099914550781,385.57000732421875,388.70001220703125,22474300,561.1020658506349,568.0013552926785,560.6633830586674,565.4490356445312,49008700,487.510009765625,500.6099853515625,485.95001220703125,499.0199890136719,5152300,162.41000366210938,163.5,161.72999572753906,162.83999633789062,6669800
2025-03-18,214.16000366210938,215.14999389648438,211.49000549316406,212.69000244140625,42432400,387.07000732421875,387.3699951171875,381.1000061035156,383.5199890136719,19486900,563.1060336846033,563.3254055013634,557.3832588897637,559.33740234375,66041400,502.239990234375,505.9700012207031,497.82000732421875,503.79998779296875,3617600,163.44000244140625,164.86000061035156,162.97000122070312,164.25,7348800
2025-03-19,214.22000122070312,218.75999450683594,213.75,215.24000549316406,54385400,385.5299987792969,389.67999267578125,384.0,387.82000732421875,19185500,561.141985813832,569.2376275644565,559.9455726652652,565.4290771484375,66556000,505.0400085449219,506.3500061035156,500.05999755859375,503.20001220703125,3317600,163.97000122070312,164.36000061035156,162.2100067138672,162.99000549316406,5936400
2025-03-20,213.99000549316406,217.49000549316406,212.22000122070312,214.10000610351562,48862900,385.739990234375,391.7900085449219,383.2799987792969,386.8399963378906,18470500,561.6405112658884,568.8587877529125,560.9126592589647,563.7940063476562,62958200,505.25,514.3900146484375,503.510009765625,511.29998779296875,4965400,163.0,163.1999969482422,161.92999267578125,163.02000427246094,7485900
2025-03-21,211.55999755859375,218.83999633789062,211.27999877929688,218.27000427246094,94127800,383.2200012207031,391.739990234375,382.79998779296875,391.260009765625,39675900,559.280029296875,564.8900146484375,558.030029296875,563.97998046875,83763000,511.67999267578125,519.0,505.0899963378906,516.8499755859375,10244900,163.0,164.1300048828125,162.47999572753906,163.6300048828125,17047100
2025-03-24,221.0,221.47999572753906,218.5800018310547,220.72999572753906,44299500,395.3999938964844,395.3999938964844,389.80999755859375,393.0799865722656,21004500,570.7999877929688,575.1500244140625,570.2000122070312,574.0800170898438,58766800,515.0800170898438,518.25,511.1199951171875,516.5,3840900,162.83999633789062,164.38999938964844,162.5,163.2899932861328,8046400
2025-03-25,220.77000427246094,224.10000610351562,220.0800018310547,223.75,34493600,393.9200134277344,396.3599853515625,392.6400146484375,395.1600036621094,15775000,575.2999877929688,576.4099731445312,573.6900024414062,575.4600219726562,38355700,518.280029296875,519.0,511.5299987792969,513.4299926757812,3015100,163.52000427246094,164.19000244140625,160.55999755859375,161.02000427246094,7456200
2025-03-26,223.50999450683594,225.02000427246094,220.47000122070312,221.52999877929688,34466100,395.0,395.30999755859375,388.57000732421875,389.9700012207031,16108400,575.1900024414062,576.3300170898438,567.1900024414062,568.5900268554688,51848300,515.2000122070312,522.9500122070312,512.8499755859375,518.2000122070312,3253800,161.2100067138672,162.49000549316406,160.63999938964844,161.72000122070312,7223500
2025-03-27,221.38999938964844,224.99000549316406,220.55999755859375,223.85000610351562,37094800,390.1300048828125,392.239990234375,387.3999938964844,390.5799865722656,13766800,567.1799926757812,570.9000244140625,564.9400024414062,567.0800170898438,42164200,516.2899780273438,521.0800170898438,512.9500122070312,515.719970703125,2822200,162.35000610351562,164.07000732421875,161.32000732421875,163.1300048828125,6752500
2025-03-28,221.6699981689453,223.80999755859375,217.67999267578125,217.89999389648438,39784100,388.0799865722656,389.1300048828125,376.92999267578125,378.79998779296875,21613100,565.530029296875,566.27001953125,555.0700073242188,555.6599731445312,71570500,516.8699951171875,520.97998046875,515.0499877929688,516.0399780273438,2378200,163.58999633789062,164.52000427246094,162.91000366210938,163.7100067138672,5760300
